,PNR_Number,Train_Number,Date_of_Journey,Class_of_Travel,Quota,Source_Station,Destination_Station,Booking_Date,Current_Status,Number_of_Passengers,Age_of_Passengers,Booking_Channel,Travel_Distance,Number_of_Stations,Travel_Time,Train_Type,Seat_Availability,Special_Considerations,Holiday_or_Peak_Season,Waitlist_Position,Booking_Status,Waiting_Num,Distance,Final_Status
126,PNR0000000126,98963,1/5/2025,2AC,Premium Tatkal,SBC,LTT,5/6/2024,Waitlisted,4,Senior Citizen,Counter,63,17,19,Express,864,Defense Quota,Yes,WL185,Not Confirmed,185,3.03357391,CAN
127,PNR0000000127,30410,1/6/2025,Sleeper,General,CSMT,KOAA,5/7/2024,Confirmed,5,Adult,Counter,216,11,39,Superfast,3496,Senior Citizen,No,,Confirmed,0,0.139639622,CNF
128,PNR0000000128,19798,1/7/2025,2AC,Tatkal,KOAA,UMB,5/8/2024,Waitlisted,1,Adult,Counter,284,3,17,Rajdhani,2592,Defense Quota,No,WL174,Not Confirmed,174,2.672427056,CAN
129,PNR0000000129,57437,1/8/2025,3AC,Ladies,MMCT,MMCT,5/9/2024,RAC,4,Adult,Counter,554,16,43,Shatabdi,3432,,Yes,,Confirmed,0,0.084178766,CNF
130,PNR0000000130,84960,1/9/2025,3AC,Ladies,CNB,SBC,5/10/2024,Waitlisted,5,Child,IRCTC Website,1683,17,4,Superfast,3232,Defense Quota,Yes,WL041,Not Confirmed,41,1.797329911,CNF
131,PNR0000000131,91917,1/10/2025,1AC,Tatkal,NDLS,ADI,5/11/2024,Waitlisted,1,Adult,Counter,989,5,23,Shatabdi,3304,,No,WL042,Not Confirmed,42,1.806611869,CNF
132,PNR0000000132,96861,1/11/2025,2AC,Tatkal,SBC,NJP,5/12/2024,Confirmed,2,Senior Citizen,Mobile App,53,12,47,Superfast,2208,Defense Quota,Yes,,Confirmed,0,0.182648488,CNF
133,PNR0000000133,35213,1/12/2025,2AC,Tatkal,HWH,SC,5/13/2024,RAC,4,Child,Counter,896,4,6,Superfast,2648,Defense Quota,Yes,,Confirmed,0,0.563941876,CNF
134,PNR0000000134,62314,1/13/2025,1AC,Premium Tatkal,MAS,UMB,5/14/2024,Waitlisted,5,Adult,Mobile App,1636,16,4,Rajdhani,2264,,Yes,WL089,Not Confirmed,89,2.231363693,CNF
135,PNR0000000135,36623,1/14/2025,3AC,Premium Tatkal,JP,JP,5/15/2024,RAC,5,Child,Counter,1757,3,6,Express,360,Defense Quota,Yes,,Confirmed,0,0.260869762,CNF
136,PNR0000000136,59763,1/15/2025,1AC,General,ADI,SBC,5/16/2024,Waitlisted,5,Child,Counter,1475,19,35,Superfast,3800,,No,WL125,Not Confirmed,125,2.40561892,CAN
137,PNR0000000137,65648,1/16/2025,2AC,Tatkal,LTT,JU,5/17/2024,Waitlisted,4,Senior Citizen,Mobile App,945,5,34,Rajdhani,1792,,No,WL140,Not Confirmed,140,2.539579017,CAN
138,PNR0000000138,19188,1/17/2025,1AC,Premium Tatkal,PNBE,BCT,5/18/2024,RAC,3,Senior Citizen,IRCTC Website,272,13,42,Shatabdi,160,Senior Citizen,Yes,,Confirmed,0,0.434184938,CNF
139,PNR0000000139,27535,1/18/2025,3AC,Premium Tatkal,BSB,NDLS,5/19/2024,RAC,1,Adult,IRCTC Website,1035,5,44,Shatabdi,3320,,No,,Confirmed,0,0.012877733,CNF
140,PNR0000000140,38555,1/19/2025,Sleeper,Ladies,KOAA,CNB,5/20/2024,Confirmed,5,Senior Citizen,IRCTC Website,1546,18,7,Superfast,1400,,No,,Confirmed,0,0.517544823,CNF
141,PNR0000000141,56839,1/20/2025,Sleeper,Tatkal,CNB,NJP,5/21/2024,Confirmed,1,Adult,IRCTC Website,1755,19,12,Superfast,3200,Senior Citizen,No,,Confirmed,0,0.116866839,CNF
142,PNR0000000142,66318,1/21/2025,1AC,Tatkal,MAS,CNB,5/22/2024,RAC,1,Adult,Counter,1048,4,44,Superfast,1896,Senior Citizen,No,,Confirmed,0,0.087723186,CNF
143,PNR0000000143,91166,1/22/2025,3AC,Ladies,ASR,SBC,5/23/2024,Confirmed,2,Senior Citizen,IRCTC Website,530,6,11,Rajdhani,2688,,No,,Confirmed,0,0.560553689,CNF
144,PNR0000000144,59899,1/23/2025,2AC,Ladies,BBS,MMCT,5/24/2024,Confirmed,2,Senior Citizen,Counter,937,17,47,Express,760,,Yes,,Confirmed,0,0.08576059,CNF
145,PNR0000000145,29008,1/24/2025,1AC,Ladies,PNBE,KOAA,5/25/2024,Waitlisted,4,Senior Citizen,Counter,560,2,21,Rajdhani,1768,Senior Citizen,No,WL186,Not Confirmed,186,2.754282126,CAN
146,PNR0000000146,28156,1/25/2025,1AC,Tatkal,PNBE,MAS,5/26/2024,RAC,3,Child,Counter,1312,5,12,Superfast,240,,Yes,,Confirmed,0,0.364858867,CNF
147,PNR0000000147,50911,1/26/2025,Sleeper,Ladies,BSB,HWH,5/27/2024,Confirmed,2,Child,Counter,1088,17,23,Rajdhani,1168,Senior Citizen,No,,Confirmed,0,0.439323549,CNF
148,PNR0000000148,27029,1/27/2025,Sleeper,Tatkal,HWH,PNBE,5/28/2024,RAC,1,Senior Citizen,Counter,1660,7,42,Shatabdi,168,Senior Citizen,Yes,,Confirmed,0,0.427252331,CNF
149,PNR0000000149,49607,1/28/2025,2AC,Ladies,SBC,BSB,5/29/2024,RAC,2,Senior Citizen,Mobile App,1090,4,10,Rajdhani,864,Senior Citizen,Yes,,Confirmed,0,0.175884482,CNF
150,PNR0000000150,59984,1/29/2025,3AC,General,CNB,LKO,5/30/2024,Confirmed,2,Senior Citizen,IRCTC Website,1074,7,38,Shatabdi,3072,Defense Quota,No,,Confirmed,0,0.227788551,CNF
151,PNR0000000151,85278,1/30/2025,Sleeper,General,JP,SBC,5/31/2024,Waitlisted,1,Adult,Mobile App,411,11,46,Express,248,Senior Citizen,No,WL095,Not Confirmed,95,3.102089106,CAN
152,PNR0000000152,15496,1/31/2025,3AC,Tatkal,LKO,NJP,6/1/2024,Waitlisted,2,Senior Citizen,Mobile App,1007,13,40,Rajdhani,2264,Senior Citizen,No,WL033,Not Confirmed,33,1.71290256,CNF
153,PNR0000000153,24839,2/1/2025,2AC,Ladies,NJP,BBS,6/2/2024,RAC,4,Adult,IRCTC Website,464,4,37,Shatabdi,744,Senior Citizen,No,,Confirmed,0,0.071895376,CNF
154,PNR0000000154,40198,2/2/2025,Sleeper,Premium Tatkal,CNB,ADI,6/3/2024,Waitlisted,2,Adult,Counter,1637,3,34,Express,3696,,No,WL074,Not Confirmed,74,2.112872442,CNF
155,PNR0000000155,91343,2/3/2025,Sleeper,Tatkal,BSB,MAS,6/4/2024,Confirmed,1,Senior Citizen,Mobile App,803,4,14,Rajdhani,1976,Senior Citizen,Yes,,Confirmed,0,0.018397116,CNF
156,PNR0000000156,60181,2/4/2025,3AC,Tatkal,HWH,KOAA,6/5/2024,Waitlisted,4,Adult,Counter,925,14,18,Superfast,1776,Senior Citizen,Yes,WL111,Not Confirmed,111,2.38760903,CAN
157,PNR0000000157,40701,2/5/2025,2AC,Premium Tatkal,GKP,CNB,6/6/2024,RAC,5,Child,Mobile App,625,3,27,Rajdhani,1888,Senior Citizen,Yes,,Confirmed,0,0.094655793,CNF
158,PNR0000000158,10986,2/6/2025,1AC,Tatkal,ASR,GKP,6/7/2024,RAC,5,Child,Mobile App,396,8,2,Rajdhani,3456,Senior Citizen,No,,Confirmed,0,0.104976587,CNF
159,PNR0000000159,36868,2/7/2025,2AC,Premium Tatkal,BSB,BCT,6/8/2024,Waitlisted,5,Adult,Mobile App,1951,5,30,Shatabdi,344,,Yes,WL048,Not Confirmed,48,2.134874994,CNF
160,PNR0000000160,12458,2/8/2025,3AC,General,MMCT,LKO,6/9/2024,RAC,5,Adult,Counter,1568,5,39,Superfast,56,Senior Citizen,Yes,,Confirmed,0,0.524308829,CNF
161,PNR0000000161,82803,2/9/2025,3AC,Ladies,MAS,SBC,6/10/2024,Waitlisted,1,Senior Citizen,Mobile App,263,7,9,Shatabdi,1416,,No,WL017,Not Confirmed,17,1.477908546,CNF
162,PNR0000000162,21671,2/10/2025,3AC,Premium Tatkal,MAS,SC,6/11/2024,RAC,5,Adult,IRCTC Website,434,15,29,Express,1368,Senior Citizen,Yes,,Confirmed,0,0.545275251,CNF
163,PNR0000000163,81736,2/11/2025,1AC,General,BCT,CSMT,6/12/2024,Waitlisted,1,Senior Citizen,IRCTC Website,332,13,10,Shatabdi,800,Defense Quota,No,WL042,Not Confirmed,42,1.882758546,CNF
164,PNR0000000164,38443,2/12/2025,1AC,Ladies,ADI,LTT,6/13/2024,Waitlisted,5,Senior Citizen,Counter,1386,6,4,Express,3336,Senior Citizen,Yes,WL113,Not Confirmed,113,2.322521263,CAN
165,PNR0000000165,69488,2/13/2025,1AC,General,LKO,GKP,6/14/2024,Confirmed,4,Senior Citizen,Counter,1605,18,8,Superfast,2440,Defense Quota,Yes,,Confirmed,0,0.383694093,CNF
166,PNR0000000166,87767,2/14/2025,2AC,Premium Tatkal,HWH,JU,6/15/2024,Confirmed,2,Senior Citizen,Counter,1755,16,25,Express,3616,,No,,Confirmed,0,0.243628727,CNF
167,PNR0000000167,96531,2/15/2025,Sleeper,Tatkal,MMCT,PNBE,6/16/2024,Confirmed,5,Adult,IRCTC Website,526,2,38,Superfast,704,,Yes,,Confirmed,0,0.037232341,CNF
168,PNR0000000168,61988,2/16/2025,1AC,Premium Tatkal,ASR,NJP,6/17/2024,Confirmed,5,Senior Citizen,Counter,987,17,19,Rajdhani,1264,Defense Quota,No,,Confirmed,0,0.522514834,CNF
169,PNR0000000169,41069,2/17/2025,3AC,Tatkal,CSMT,GKP,6/18/2024,RAC,4,Child,IRCTC Website,1594,13,18,Shatabdi,2968,Senior Citizen,No,,Confirmed,0,0.317912443,CNF
170,PNR0000000170,89960,2/18/2025,3AC,Ladies,MAS,CNB,6/19/2024,Confirmed,1,Child,IRCTC Website,693,19,39,Shatabdi,1248,,Yes,,Confirmed,0,0.50864962,CNF
171,PNR0000000171,48786,2/19/2025,1AC,General,SBC,BSB,6/20/2024,Confirmed,3,Senior Citizen,Counter,69,19,23,Superfast,1712,Senior Citizen,Yes,,Confirmed,0,0.247173148,CNF
172,PNR0000000172,85749,2/20/2025,2AC,General,NDLS,ASR,6/21/2024,Confirmed,4,Senior Citizen,Counter,1779,5,18,Shatabdi,1528,,No,,Confirmed,0,0.40662311,CNF
173,PNR0000000173,56039,2/21/2025,2AC,Tatkal,PNBE,UMB,6/22/2024,RAC,1,Child,Mobile App,1383,13,17,Superfast,24,Senior Citizen,No,,Confirmed,0,0.552039258,CNF
174,PNR0000000174,49540,2/22/2025,Sleeper,General,ADI,GKP,6/23/2024,RAC,1,Senior Citizen,Counter,1014,17,36,Superfast,288,,No,,Confirmed,0,0.323263225,CNF
175,PNR0000000175,12594,2/23/2025,2AC,General,BBS,NDLS,6/24/2024,Waitlisted,4,Adult,Mobile App,1941,11,45,Superfast,656,Defense Quota,No,WL113,Not Confirmed,113,2.644618301,CAN
176,PNR0000000176,40610,2/24/2025,Sleeper,Ladies,KOAA,LTT,6/25/2024,RAC,2,Senior Citizen,IRCTC Website,864,11,35,Rajdhani,3768,,No,,Confirmed,0,0.375348261,CNF
177,PNR0000000177,95555,2/25/2025,2AC,General,MMCT,MAS,6/26/2024,Confirmed,4,Adult,Counter,1518,11,36,Rajdhani,2600,Defense Quota,No,,Confirmed,0,0.522346233,CNF
178,PNR0000000178,67414,2/26/2025,Sleeper,General,JP,JHS,6/27/2024,RAC,4,Adult,IRCTC Website,326,9,3,Shatabdi,336,Defense Quota,No,,Confirmed,0,0.281667583,CNF
179,PNR0000000179,34730,2/27/2025,3AC,General,SBC,JU,6/28/2024,RAC,1,Senior Citizen,IRCTC Website,1154,17,25,Superfast,8,Senior Citizen,No,,Confirmed,0,0.565904472,CNF
180,PNR0000000180,74401,2/28/2025,Sleeper,General,NDLS,GKP,6/29/2024,RAC,4,Adult,Counter,1632,15,3,Rajdhani,2040,Defense Quota,Yes,,Confirmed,0,0.037063741,CNF
181,PNR0000000181,42813,3/1/2025,Sleeper,Tatkal,MAS,SC,6/30/2024,Confirmed,1,Child,IRCTC Website,738,5,22,Rajdhani,112,,Yes,,Confirmed,0,0.47578058,CNF
182,PNR0000000182,89927,3/2/2025,1AC,Ladies,ADI,BBS,7/1/2024,Waitlisted,5,Child,Counter,424,17,18,Superfast,1384,Defense Quota,No,WL086,Not Confirmed,86,2.32059713,CAN
183,PNR0000000183,78322,3/3/2025,1AC,Tatkal,MAS,KOAA,7/2/2024,RAC,5,Senior Citizen,IRCTC Website,344,14,5,Express,1312,Defense Quota,Yes,,Confirmed,0,0.564110476,CNF
184,PNR0000000184,41924,3/4/2025,1AC,Ladies,SC,CNB,7/3/2024,Waitlisted,5,Adult,Mobile App,952,14,32,Shatabdi,696,Defense Quota,No,WL119,Not Confirmed,119,2.670177199,CAN
185,PNR0000000185,69814,3/5/2025,1AC,Premium Tatkal,MAS,BSB,7/4/2024,RAC,3,Adult,Counter,740,8,32,Rajdhani,1784,Defense Quota,No,,Confirmed,0,0.184779685,CNF
186,PNR0000000186,34705,3/6/2025,3AC,Ladies,JHS,JP,7/5/2024,Waitlisted,4,Senior Citizen,IRCTC Website,764,6,9,Express,2816,Defense Quota,No,WL068,Not Confirmed,68,2.107563698,CNF
187,PNR0000000187,27961,3/7/2025,Sleeper,General,NJP,LKO,7/6/2024,Confirmed,2,Adult,IRCTC Website,252,6,18,Shatabdi,3656,Senior Citizen,Yes,,Confirmed,0,0.278291763,CNF
188,PNR0000000188,87284,3/8/2025,Sleeper,Tatkal,ASR,MAS,7/7/2024,Confirmed,2,Child,Counter,323,11,42,Superfast,2376,,No,,Confirmed,0,0.328233236,CNF
189,PNR0000000189,49326,3/9/2025,Sleeper,General,KOAA,HWH,7/8/2024,Waitlisted,1,Adult,IRCTC Website,209,12,22,Express,600,Senior Citizen,Yes,WL019,Not Confirmed,19,1.467166954,CNF
190,PNR0000000190,42045,3/10/2025,1AC,General,BSB,BBS,7/9/2024,Confirmed,5,Child,Mobile App,1507,8,31,Shatabdi,3040,Defense Quota,No,,Confirmed,0,0.255518979,CNF
191,PNR0000000191,13098,3/11/2025,2AC,Tatkal,ADI,HWH,7/10/2024,Confirmed,4,Child,Mobile App,1045,16,18,Shatabdi,1384,Senior Citizen,Yes,,Confirmed,0,0.531410037,CNF
192,PNR0000000192,45358,3/12/2025,3AC,Ladies,MMCT,CNB,7/11/2024,Confirmed,2,Adult,Counter,1308,7,42,Superfast,416,Defense Quota,No,,Confirmed,0,0.212341513,CNF
193,PNR0000000193,19934,3/13/2025,1AC,General,NDLS,LTT,7/12/2024,RAC,2,Child,Counter,1818,12,20,Superfast,2728,Defense Quota,No,,Confirmed,0,0.525890654,CNF
194,PNR0000000194,53156,3/14/2025,3AC,General,LTT,KOAA,7/13/2024,Waitlisted,2,Adult,Counter,639,12,21,Superfast,1528,,Yes,WL050,Not Confirmed,50,1.971276834,CNF
195,PNR0000000195,23031,3/15/2025,3AC,Tatkal,BBS,SBC,7/14/2024,RAC,3,Adult,Counter,1386,3,34,Rajdhani,1248,Senior Citizen,Yes,,Confirmed,0,0.50864962,CNF
196,PNR0000000196,74430,3/16/2025,1AC,Premium Tatkal,BBS,KOAA,7/15/2024,RAC,1,Adult,Mobile App,52,4,3,Express,1864,Senior Citizen,No,,Confirmed,0,0.115453614,CNF
197,PNR0000000197,56626,3/17/2025,2AC,General,ASR,HWH,7/16/2024,Confirmed,4,Child,Counter,532,16,30,Superfast,496,,Yes,,Confirmed,0,0.143015442,CNF
198,PNR0000000198,18187,3/18/2025,1AC,Premium Tatkal,PNBE,LKO,7/17/2024,Waitlisted,3,Senior Citizen,IRCTC Website,450,8,18,Shatabdi,1328,Defense Quota,Yes,WL015,Not Confirmed,15,1.452549111,CNF
199,PNR0000000199,13679,3/19/2025,2AC,General,LTT,CSMT,7/18/2024,Confirmed,5,Senior Citizen,IRCTC Website,1942,4,45,Rajdhani,224,Defense Quota,No,,Confirmed,0,0.378724082,CNF
200,PNR0000000200,86348,3/20/2025,1AC,Premium Tatkal,BSB,JHS,7/19/2024,RAC,1,Child,Counter,192,13,14,Superfast,352,Senior Citizen,No,,Confirmed,0,0.267802369,CNF
201,PNR0000000201,37861,3/21/2025,2AC,General,BSB,CNB,7/20/2024,Confirmed,2,Child,IRCTC Website,1492,19,7,Shatabdi,1280,Senior Citizen,No,,Confirmed,0,0.536380048,CNF
202,PNR0000000202,92512,3/22/2025,3AC,General,MMCT,LTT,7/21/2024,Confirmed,1,Adult,Mobile App,1702,2,47,Superfast,2984,Senior Citizen,No,,Confirmed,0,0.304047229,CNF
203,PNR0000000203,81865,3/23/2025,Sleeper,Premium Tatkal,LTT,BBS,7/22/2024,Waitlisted,2,Adult,Counter,276,15,34,Rajdhani,1896,,No,WL060,Not Confirmed,60,2.013612803,CNF
204,PNR0000000204,26449,3/24/2025,1AC,General,CSMT,LTT,7/23/2024,Waitlisted,4,Child,IRCTC Website,931,10,19,Shatabdi,1848,Defense Quota,Yes,WL066,Not Confirmed,66,2.070028122,CNF
205,PNR0000000205,72655,3/25/2025,2AC,Ladies,GKP,BBS,7/24/2024,RAC,3,Senior Citizen,Counter,1184,19,17,Express,448,Defense Quota,No,,Confirmed,0,0.184611084,CNF
206,PNR0000000206,84653,3/26/2025,1AC,Ladies,CSMT,BBS,7/25/2024,Waitlisted,1,Adult,IRCTC Website,133,16,30,Rajdhani,56,,No,WL060,Not Confirmed,60,4.893364362,CAN
207,PNR0000000207,84557,3/27/2025,3AC,Ladies,SC,BBS,7/26/2024,Waitlisted,1,Child,Counter,666,13,26,Rajdhani,1528,Senior Citizen,No,WL028,Not Confirmed,28,1.678167465,CNF
208,PNR0000000208,43412,3/28/2025,3AC,Ladies,BCT,LKO,7/27/2024,Confirmed,4,Child,Counter,1155,17,3,Shatabdi,888,,Yes,,Confirmed,0,0.196682303,CNF
209,PNR0000000209,71821,3/29/2025,Sleeper,Tatkal,BBS,SBC,7/28/2024,Confirmed,1,Adult,Counter,441,19,29,Rajdhani,1360,Defense Quota,No,,Confirmed,0,0.552207858,CNF
210,PNR0000000210,30707,3/30/2025,1AC,General,LTT,CNB,7/29/2024,RAC,3,Senior Citizen,Counter,268,3,17,Shatabdi,1984,Senior Citizen,No,,Confirmed,0,0.011464509,CNF
211,PNR0000000211,81725,3/31/2025,Sleeper,Ladies,ADI,ADI,7/30/2024,RAC,1,Adult,IRCTC Website,799,10,30,Superfast,24,Defense Quota,No,,Confirmed,0,0.552039258,CNF
212,PNR0000000212,82740,4/1/2025,1AC,Premium Tatkal,JHS,BSB,7/31/2024,RAC,5,Adult,Mobile App,767,2,44,Express,528,,No,,Confirmed,0,0.115285014,CNF
213,PNR0000000213,33593,4/2/2025,3AC,Tatkal,JU,GKP,8/1/2024,Confirmed,4,Senior Citizen,Mobile App,910,12,45,Shatabdi,1976,,No,,Confirmed,0,0.018397116,CNF
214,PNR0000000214,76829,4/3/2025,2AC,General,JP,LTT,8/2/2024,RAC,4,Adult,Mobile App,858,15,28,Superfast,2304,,No,,Confirmed,0,0.265839773,CNF
215,PNR0000000215,46103,4/4/2025,Sleeper,Premium Tatkal,UMB,SBC,8/3/2024,Waitlisted,5,Senior Citizen,Counter,335,6,15,Express,3264,,Yes,WL117,Not Confirmed,117,2.344801368,CAN
216,PNR0000000216,34769,4/5/2025,1AC,Ladies,BCT,GKP,8/4/2024,RAC,2,Child,Mobile App,137,18,24,Rajdhani,3096,,Yes,,Confirmed,0,0.20699073,CNF
217,PNR0000000217,77348,4/6/2025,Sleeper,General,UMB,BCT,8/5/2024,RAC,1,Senior Citizen,Counter,1737,15,3,Express,1720,,No,,Confirmed,0,0.240240541,CNF
218,PNR0000000218,62901,4/7/2025,3AC,Tatkal,HWH,JU,8/6/2024,RAC,2,Child,Mobile App,789,14,9,Rajdhani,2944,Defense Quota,No,,Confirmed,0,0.338710264,CNF
219,PNR0000000219,62976,4/8/2025,3AC,Ladies,KOAA,JHS,8/7/2024,Waitlisted,4,Child,Mobile App,1330,16,36,Rajdhani,1616,Defense Quota,No,WL119,Not Confirmed,119,2.465146916,CAN
220,PNR0000000220,78244,4/9/2025,1AC,Tatkal,MAS,JP,8/8/2024,Waitlisted,2,Child,IRCTC Website,1019,8,19,Shatabdi,2424,Defense Quota,No,WL124,Not Confirmed,124,2.438948826,CAN
221,PNR0000000221,22154,4/10/2025,3AC,Premium Tatkal,ASR,UMB,8/9/2024,RAC,1,Adult,Counter,1341,6,25,Superfast,3664,Senior Citizen,Yes,,Confirmed,0,0.28522437,CNF
222,PNR0000000222,77737,4/11/2025,3AC,Tatkal,KOAA,GKP,8/10/2024,RAC,5,Senior Citizen,Counter,1596,7,26,Express,3592,,Yes,,Confirmed,0,0.222830906,CNF
223,PNR0000000223,61252,4/12/2025,1AC,Tatkal,ASR,KOAA,8/11/2024,Waitlisted,3,Child,IRCTC Website,225,8,44,Express,1400,Defense Quota,No,WL188,Not Confirmed,188,2.886242916,CAN
224,PNR0000000224,22304,4/13/2025,Sleeper,Ladies,JU,ADI,8/12/2024,RAC,1,Adult,Counter,1577,18,10,Express,824,Senior Citizen,No,,Confirmed,0,0.141221447,CNF
225,PNR0000000225,64966,4/14/2025,3AC,Tatkal,UMB,HWH,8/13/2024,Confirmed,2,Child,Mobile App,308,4,24,Superfast,520,Senior Citizen,Yes,,Confirmed,0,0.122217621,CNF
226,PNR0000000226,78421,4/15/2025,Sleeper,General,MMCT,GKP,8/14/2024,RAC,5,Senior Citizen,IRCTC Website,1360,17,26,Rajdhani,1792,,Yes,,Confirmed,0,0.177847078,CNF
227,PNR0000000227,87103,4/16/2025,Sleeper,Tatkal,NDLS,HWH,8/15/2024,Waitlisted,5,Adult,IRCTC Website,300,9,5,Rajdhani,2304,,No,WL102,Not Confirmed,102,2.312649926,CAN
228,PNR0000000228,48650,4/17/2025,Sleeper,Premium Tatkal,UMB,GKP,8/16/2024,RAC,5,Adult,IRCTC Website,1372,12,15,Express,2152,,No,,Confirmed,0,0.134120239,CNF
229,PNR0000000229,63723,4/18/2025,2AC,General,MMCT,MMCT,8/17/2024,RAC,4,Senior Citizen,Counter,759,7,20,Shatabdi,2264,Defense Quota,Yes,,Confirmed,0,0.231176738,CNF
230,PNR0000000230,58834,4/19/2025,2AC,Tatkal,HWH,MAS,8/18/2024,Confirmed,4,Senior Citizen,Mobile App,398,9,45,Rajdhani,3520,Defense Quota,Yes,,Confirmed,0,0.160437443,CNF
231,PNR0000000231,80327,4/20/2025,Sleeper,General,BBS,CNB,8/19/2024,Confirmed,2,Child,Mobile App,640,14,10,Shatabdi,3224,Senior Citizen,Yes,,Confirmed,0,0.096069018,CNF
232,PNR0000000232,11984,4/21/2025,Sleeper,Tatkal,LKO,SC,8/20/2024,Confirmed,1,Senior Citizen,Mobile App,1973,2,43,Superfast,1568,Defense Quota,No,,Confirmed,0,0.371960075,CNF
233,PNR0000000233,68041,4/22/2025,2AC,Premium Tatkal,JHS,JHS,8/21/2024,RAC,1,Child,Mobile App,1652,4,34,Shatabdi,3496,Defense Quota,No,,Confirmed,0,0.139639622,CNF
234,PNR0000000234,21557,4/23/2025,1AC,Ladies,SC,JU,8/22/2024,RAC,2,Adult,Mobile App,1237,8,29,Rajdhani,1976,,No,,Confirmed,0,0.018397116,CNF
235,PNR0000000235,88872,4/24/2025,3AC,Premium Tatkal,JU,LKO,8/23/2024,RAC,1,Adult,IRCTC Website,910,13,40,Rajdhani,1232,Senior Citizen,No,,Confirmed,0,0.494784406,CNF
236,PNR0000000236,40884,4/25/2025,1AC,General,LTT,LTT,8/24/2024,Confirmed,1,Child,Mobile App,316,7,46,Express,3568,Defense Quota,No,,Confirmed,0,0.202033085,CNF
237,PNR0000000237,16728,4/26/2025,Sleeper,General,MAS,ASR,8/25/2024,Confirmed,4,Child,Counter,767,19,31,Rajdhani,1008,,No,,Confirmed,0,0.300671408,CNF
238,PNR0000000238,85972,4/27/2025,2AC,Ladies,BSB,BBS,8/26/2024,RAC,4,Child,IRCTC Website,1758,2,12,Superfast,3176,,No,,Confirmed,0,0.13766466,CNF
239,PNR0000000239,76586,4/28/2025,Sleeper,Tatkal,HWH,BCT,8/27/2024,Confirmed,3,Senior Citizen,Mobile App,1564,17,9,Superfast,2360,Defense Quota,No,,Confirmed,0,0.314368022,CNF
240,PNR0000000240,61735,4/29/2025,2AC,Premium Tatkal,HWH,ASR,8/28/2024,RAC,4,Senior Citizen,Counter,1209,7,27,Superfast,3232,Senior Citizen,Yes,,Confirmed,0,0.08913641,CNF
241,PNR0000000241,56186,4/30/2025,3AC,General,BSB,CSMT,8/29/2024,Waitlisted,4,Child,IRCTC Website,1973,10,16,Express,528,,No,WL109,Not Confirmed,109,2.710172064,CAN
242,PNR0000000242,11666,5/1/2025,1AC,Ladies,JHS,MAS,8/30/2024,Confirmed,5,Senior Citizen,Mobile App,1089,9,4,Shatabdi,2696,Senior Citizen,No,,Confirmed,0,0.553621082,CNF
243,PNR0000000243,12056,5/2/2025,2AC,Premium Tatkal,CNB,CNB,8/31/2024,Waitlisted,4,Senior Citizen,Counter,1876,16,21,Rajdhani,1528,,No,WL067,Not Confirmed,67,2.132168908,CNF
244,PNR0000000244,67004,5/3/2025,3AC,Tatkal,MMCT,LKO,9/1/2024,Waitlisted,2,Child,IRCTC Website,1499,11,22,Express,3304,Defense Quota,Yes,WL102,Not Confirmed,102,2.266279787,CNF
245,PNR0000000245,73867,5/4/2025,2AC,Ladies,BBS,NJP,9/2/2024,RAC,2,Senior Citizen,IRCTC Website,456,2,35,Shatabdi,2368,Senior Citizen,No,,Confirmed,0,0.321300629,CNF
246,PNR0000000246,63184,5/5/2025,3AC,Premium Tatkal,BCT,UMB,9/3/2024,Waitlisted,2,Adult,Mobile App,335,2,7,Express,1632,Defense Quota,Yes,WL109,Not Confirmed,109,2.403430099,CAN
247,PNR0000000247,34353,5/6/2025,Sleeper,General,SBC,LKO,9/4/2024,RAC,2,Child,Mobile App,1618,17,38,Superfast,3736,,No,,Confirmed,0,0.347617833,CNF
248,PNR0000000248,81843,5/7/2025,Sleeper,Tatkal,LKO,CNB,9/5/2024,RAC,1,Adult,Mobile App,308,4,13,Rajdhani,3688,,No,,Confirmed,0,0.306022191,CNF
249,PNR0000000249,10356,5/8/2025,3AC,Ladies,UMB,KOAA,9/6/2024,RAC,4,Adult,IRCTC Website,1162,7,45,Rajdhani,3448,,No,,Confirmed,0,0.09804398,CNF
250,PNR0000000250,84994,5/9/2025,2AC,Tatkal,BSB,SC,9/7/2024,RAC,4,Senior Citizen,Counter,1963,12,19,Rajdhani,1144,,No,,Confirmed,0,0.418525728,CNF
251,PNR0000000251,21065,5/10/2025,3AC,Tatkal,UMB,UMB,9/8/2024,Waitlisted,5,Adult,IRCTC Website,1430,18,12,Superfast,2760,,Yes,WL087,Not Confirmed,87,2.250035447,CNF
252,PNR0000000252,40984,5/11/2025,2AC,Tatkal,ASR,BSB,9/9/2024,Waitlisted,1,Adult,Counter,1697,14,6,Express,3272,Defense Quota,No,WL020,Not Confirmed,20,1.453676271,CNF
253,PNR0000000253,63123,5/12/2025,2AC,Tatkal,JU,JU,9/10/2024,Confirmed,3,Child,IRCTC Website,556,13,7,Superfast,1904,Defense Quota,No,,Confirmed,0,0.080790579,CNF
254,PNR0000000254,63908,5/13/2025,3AC,Ladies,BCT,JP,9/11/2024,Waitlisted,5,Senior Citizen,Mobile App,60,19,11,Shatabdi,3216,Senior Citizen,Yes,WL019,Not Confirmed,19,1.432823148,CNF
